spend_id,date,platform,campaign_id,campaign_name,impressions,clicks,ctr,spend,conversions,conversion_value,roas
AD00000248,2023-02-05,google_ads,GS003,Competitor Conquesting,226,8,0.0354,17.16,0,0.0,0.0
AD00000249,2023-02-05,meta_ads,FB001,Prospecting — Interest,1478,27,0.0183,30.49,0,0.0,0.0
AD00000250,2023-02-05,meta_ads,FB002,Retargeting — Site Visitors,2389,46,0.0193,32.24,1,54.43,1.69
AD00000251,2023-02-05,meta_ads,FB003,LAL — Top Customers,1433,33,0.0234,19.0,1,47.87,2.52
AD00000252,2023-02-05,meta_ads,IG001,Instagram — Story Ads,1186,28,0.0241,23.12,0,0.0,0.0
AD00000253,2023-02-06,google_ads,GS001,Brand Keywords,458,16,0.0349,23.5,0,0.0,0.0
AD00000254,2023-02-06,google_ads,GS002,Coffee Subscription,200,11,0.055,23.54,0,0.0,0.0
AD00000255,2023-02-06,google_ads,GS003,Competitor Conquesting,187,10,0.0535,15.06,0,0.0,0.0
AD00000256,2023-02-06,meta_ads,FB001,Prospecting — Interest,3564,67,0.0189,29.12,2,105.49,3.62
AD00000257,2023-02-06,meta_ads,FB002,Retargeting — Site Visitors,1005,14,0.0146,14.4,0,0.0,0.0
AD00000258,2023-02-06,meta_ads,FB003,LAL — Top Customers,1523,34,0.0229,19.75,1,33.93,1.72
AD00000259,2023-02-06,meta_ads,IG001,Instagram — Story Ads,2667,52,0.0196,23.15,1,45.38,1.96
AD00000260,2023-02-07,google_ads,GS001,Brand Keywords,588,20,0.034,19.28,0,0.0,0.0
AD00000261,2023-02-07,google_ads,GS002,Coffee Subscription,796,30,0.0377,22.58,2,87.18,3.86
AD00000262,2023-02-07,google_ads,GS003,Competitor Conquesting,775,24,0.031,18.63,0,0.0,0.0
AD00000263,2023-02-07,meta_ads,FB001,Prospecting — Interest,1460,13,0.009,18.82,0,0.0,0.0
AD00000264,2023-02-07,meta_ads,FB002,Retargeting — Site Visitors,1366,11,0.0083,28.66,0,0.0,0.0
AD00000265,2023-02-07,meta_ads,FB003,LAL — Top Customers,1750,29,0.0166,19.89,0,0.0,0.0
AD00000266,2023-02-07,meta_ads,IG001,Instagram — Story Ads,1992,19,0.0099,26.58,0,0.0,0.0
AD00000267,2023-02-08,google_ads,GS001,Brand Keywords,267,10,0.0375,15.32,0,0.0,0.0
AD00000268,2023-02-08,google_ads,GS002,Coffee Subscription,569,19,0.0334,25.42,1,44.23,1.74
AD00000269,2023-02-08,google_ads,GS003,Competitor Conquesting,411,18,0.0438,15.09,0,0.0,0.0
AD00000270,2023-02-08,meta_ads,FB001,Prospecting — Interest,2685,32,0.0121,28.2,0,0.0,0.0
AD00000271,2023-02-08,meta_ads,FB002,Retargeting — Site Visitors,3036,44,0.0145,25.66,1,49.57,1.93
AD00000272,2023-02-08,meta_ads,FB003,LAL — Top Customers,1145,10,0.0088,18.18,0,0.0,0.0
AD00000273,2023-02-08,meta_ads,IG001,Instagram — Story Ads,779,6,0.0087,15.55,0,0.0,0.0
AD00000274,2023-02-09,google_ads,GS001,Brand Keywords,294,15,0.051,21.72,0,0.0,0.0
AD00000275,2023-02-09,google_ads,GS002,Coffee Subscription,279,13,0.0466,20.39,0,0.0,0.0
AD00000276,2023-02-09,google_ads,GS003,Competitor Conquesting,346,12,0.0347,19.38,0,0.0,0.0
AD00000277,2023-02-09,meta_ads,FB001,Prospecting — Interest,2391,27,0.0113,27.93,0,0.0,0.0
AD00000278,2023-02-09,meta_ads,FB002,Retargeting — Site Visitors,1110,9,0.0087,18.23,0,0.0,0.0
AD00000279,2023-02-09,meta_ads,FB003,LAL — Top Customers,1407,25,0.018,26.48,0,0.0,0.0
AD00000280,2023-02-09,meta_ads,IG001,Instagram — Story Ads,1731,39,0.0229,22.22,1,44.49,2.0
AD00000281,2023-02-10,google_ads,GS001,Brand Keywords,688,28,0.0407,19.07,1,43.25,2.27
AD00000282,2023-02-10,google_ads,GS002,Coffee Subscription,239,10,0.0418,20.13,0,0.0,0.0
AD00000283,2023-02-10,google_ads,GS003,Competitor Conquesting,403,20,0.0496,22.33,0,0.0,0.0
AD00000284,2023-02-10,meta_ads,FB001,Prospecting — Interest,2312,31,0.0135,19.26,0,0.0,0.0
AD00000285,2023-02-10,meta_ads,FB002,Retargeting — Site Visitors,1199,25,0.0213,21.05,0,0.0,0.0
AD00000286,2023-02-10,meta_ads,FB003,LAL — Top Customers,3032,34,0.0114,26.32,0,0.0,0.0
AD00000287,2023-02-10,meta_ads,IG001,Instagram — Story Ads,1168,28,0.0242,17.32,0,0.0,0.0
AD00000288,2023-02-11,google_ads,GS001,Brand Keywords,449,15,0.0334,28.02,0,0.0,0.0
AD00000289,2023-02-11,google_ads,GS002,Coffee Subscription,318,16,0.0503,31.53,1,34.32,1.09
AD00000290,2023-02-11,google_ads,GS003,Competitor Conquesting,492,27,0.0549,16.26,1,51.38,3.16
AD00000291,2023-02-11,meta_ads,FB001,Prospecting — Interest,1440,30,0.0215,21.06,0,0.0,0.0
AD00000292,2023-02-11,meta_ads,FB002,Retargeting — Site Visitors,2053,49,0.0243,32.15,1,53.84,1.67
AD00000293,2023-02-11,meta_ads,FB003,LAL — Top Customers,1995,32,0.0163,29.58,0,0.0,0.0
AD00000294,2023-02-11,meta_ads,IG001,Instagram — Story Ads,1541,36,0.0237,17.88,1,49.9,2.79
AD00000295,2023-02-12,google_ads,GS001,Brand Keywords,296,13,0.0439,23.27,0,0.0,0.0
AD00000296,2023-02-12,google_ads,GS002,Coffee Subscription,770,27,0.0351,28.85,1,28.98,1.0
AD00000297,2023-02-12,google_ads,GS003,Competitor Conquesting,920,45,0.0489,27.33,2,106.65,3.9
AD00000298,2023-02-12,meta_ads,FB001,Prospecting — Interest,2625,51,0.0197,25.81,1,41.97,1.63
AD00000299,2023-02-12,meta_ads,FB002,Retargeting — Site Visitors,1821,18,0.01,25.77,0,0.0,0.0
AD00000300,2023-02-12,meta_ads,FB003,LAL — Top Customers,1183,28,0.0238,23.75,1,29.2,1.23
AD00000301,2023-02-12,meta_ads,IG001,Instagram — Story Ads,1291,12,0.0096,21.47,0,0.0,0.0
AD00000302,2023-02-13,google_ads,GS001,Brand Keywords,126,7,0.0556,15.67,0,0.0,0.0
AD00000303,2023-02-13,google_ads,GS002,Coffee Subscription,271,16,0.059,18.02,0,0.0,0.0
AD00000304,2023-02-13,google_ads,GS003,Competitor Conquesting,685,25,0.0365,23.04,1,50.25,2.18
AD00000305,2023-02-13,meta_ads,FB001,Prospecting — Interest,2034,24,0.0118,26.57,0,0.0,0.0
AD00000306,2023-02-13,meta_ads,FB002,Retargeting — Site Visitors,2623,43,0.0164,27.31,1,37.08,1.36
AD00000307,2023-02-13,meta_ads,FB003,LAL — Top Customers,794,13,0.0169,16.78,0,0.0,0.0
AD00000308,2023-02-13,meta_ads,IG001,Instagram — Story Ads,2256,52,0.0231,24.32,1,31.02,1.28
AD00000309,2023-02-14,google_ads,GS001,Brand Keywords,592,19,0.0321,25.52,1,44.11,1.73
AD00000310,2023-02-14,google_ads,GS002,Coffee Subscription,176,9,0.0511,14.4,0,0.0,0.0
AD00000311,2023-02-14,google_ads,GS003,Competitor Conquesting,317,12,0.0379,18.93,0,0.0,0.0
AD00000312,2023-02-14,meta_ads,FB001,Prospecting — Interest,1305,20,0.016,24.62,0,0.0,0.0
AD00000313,2023-02-14,meta_ads,FB002,Retargeting — Site Visitors,1379,33,0.0246,20.83,0,0.0,0.0
AD00000314,2023-02-14,meta_ads,FB003,LAL — Top Customers,979,21,0.0218,21.32,0,0.0,0.0
AD00000315,2023-02-14,meta_ads,IG001,Instagram — Story Ads,1502,35,0.0239,17.93,0,0.0,0.0
AD00000316,2023-02-15,google_ads,GS001,Brand Keywords,826,39,0.0472,23.41,3,138.24,5.91
AD00000317,2023-02-15,google_ads,GS002,Coffee Subscription,294,15,0.051,16.48,0,0.0,0.0
AD00000318,2023-02-15,google_ads,GS003,Competitor Conquesting,449,23,0.0512,19.07,1,54.93,2.88
AD00000319,2023-02-15,meta_ads,FB001,Prospecting — Interest,944,9,0.0098,16.58,0,0.0,0.0
AD00000320,2023-02-15,meta_ads,FB002,Retargeting — Site Visitors,806,17,0.0213,14.34,0,0.0,0.0
AD00000321,2023-02-15,meta_ads,FB003,LAL — Top Customers,1713,15,0.0088,26.51,0,0.0,0.0
AD00000322,2023-02-15,meta_ads,IG001,Instagram — Story Ads,1093,11,0.0102,19.0,0,0.0,0.0
AD00000323,2023-02-16,google_ads,GS001,Brand Keywords,403,15,0.0372,22.85,0,0.0,0.0
AD00000324,2023-02-16,google_ads,GS002,Coffee Subscription,226,13,0.0575,26.61,0,0.0,0.0
AD00000325,2023-02-16,google_ads,GS003,Competitor Conquesting,138,8,0.058,16.53,0,0.0,0.0
AD00000326,2023-02-16,meta_ads,FB001,Prospecting — Interest,1206,9,0.0081,22.61,0,0.0,0.0
AD00000327,2023-02-16,meta_ads,FB002,Retargeting — Site Visitors,1092,16,0.015,23.02,0,0.0,0.0
AD00000328,2023-02-16,meta_ads,FB003,LAL — Top Customers,1799,23,0.0128,20.51,0,0.0,0.0
AD00000329,2023-02-16,meta_ads,IG001,Instagram — Story Ads,1388,34,0.0246,20.24,0,0.0,0.0
AD00000330,2023-02-17,google_ads,GS001,Brand Keywords,812,28,0.0345,27.64,1,40.19,1.45
AD00000331,2023-02-17,google_ads,GS002,Coffee Subscription,206,11,0.0534,19.35,0,0.0,0.0
AD00000332,2023-02-17,google_ads,GS003,Competitor Conquesting,358,12,0.0335,17.83,0,0.0,0.0
AD00000333,2023-02-17,meta_ads,FB001,Prospecting — Interest,746,11,0.0154,15.28,0,0.0,0.0
AD00000334,2023-02-17,meta_ads,FB002,Retargeting — Site Visitors,1156,20,0.0177,15.74,0,0.0,0.0
AD00000335,2023-02-17,meta_ads,FB003,LAL — Top Customers,1449,34,0.0241,26.01,0,0.0,0.0
AD00000336,2023-02-17,meta_ads,IG001,Instagram — Story Ads,1628,31,0.0192,23.74,1,39.77,1.68
AD00000337,2023-02-18,google_ads,GS001,Brand Keywords,251,12,0.0478,22.82,0,0.0,0.0
AD00000338,2023-02-18,google_ads,GS002,Coffee Subscription,1178,46,0.039,30.52,2,91.44,3.0
AD00000339,2023-02-18,google_ads,GS003,Competitor Conquesting,161,9,0.0559,16.6,0,0.0,0.0
AD00000340,2023-02-18,meta_ads,FB001,Prospecting — Interest,1378,13,0.0095,22.8,0,0.0,0.0
AD00000341,2023-02-18,meta_ads,FB002,Retargeting — Site Visitors,2669,38,0.0145,26.86,1,36.82,1.37
AD00000342,2023-02-18,meta_ads,FB003,LAL — Top Customers,2135,36,0.0171,18.86,1,31.27,1.66
AD00000343,2023-02-18,meta_ads,IG001,Instagram — Story Ads,1857,43,0.0235,26.42,1,35.51,1.34
AD00000344,2023-02-19,google_ads,GS001,Brand Keywords,704,27,0.0384,19.5,0,0.0,0.0
AD00000345,2023-02-19,google_ads,GS002,Coffee Subscription,458,17,0.0371,24.35,0,0.0,0.0
AD00000346,2023-02-19,google_ads,GS003,Competitor Conquesting,533,19,0.0356,19.96,1,29.37,1.47
AD00000347,2023-02-19,meta_ads,FB001,Prospecting — Interest,1286,28,0.0219,18.01,0,0.0,0.0
AD00000348,2023-02-19,meta_ads,FB002,Retargeting — Site Visitors,2493,45,0.0181,27.43,1,52.28,1.91
AD00000349,2023-02-19,meta_ads,FB003,LAL — Top Customers,1717,21,0.0125,19.44,0,0.0,0.0
AD00000350,2023-02-19,meta_ads,IG001,Instagram — Story Ads,1489,13,0.0092,26.3,0,0.0,0.0
AD00000351,2023-02-20,google_ads,GS001,Brand Keywords,238,8,0.0336,14.61,0,0.0,0.0
AD00000352,2023-02-20,google_ads,GS002,Coffee Subscription,170,9,0.0529,20.67,0,0.0,0.0
AD00000353,2023-02-20,google_ads,GS003,Competitor Conquesting,178,7,0.0393,14.71,0,0.0,0.0
AD00000354,2023-02-20,meta_ads,FB001,Prospecting — Interest,1290,29,0.0225,18.93,0,0.0,0.0
AD00000355,2023-02-20,meta_ads,FB002,Retargeting — Site Visitors,1267,27,0.0214,22.77,1,44.62,1.96
AD00000356,2023-02-20,meta_ads,FB003,LAL — Top Customers,975,11,0.0118,19.06,0,0.0,0.0
AD00000357,2023-02-20,meta_ads,IG001,Instagram — Story Ads,1201,13,0.0115,21.06,0,0.0,0.0
AD00000358,2023-02-21,google_ads,GS001,Brand Keywords,261,14,0.0536,28.49,1,46.1,1.62
AD00000359,2023-02-21,google_ads,GS002,Coffee Subscription,331,15,0.0453,18.39,0,0.0,0.0
AD00000360,2023-02-21,google_ads,GS003,Competitor Conquesting,235,12,0.0511,25.89,0,0.0,0.0
AD00000361,2023-02-21,meta_ads,FB001,Prospecting — Interest,1345,16,0.0122,29.57,0,0.0,0.0
AD00000362,2023-02-21,meta_ads,FB002,Retargeting — Site Visitors,2714,64,0.0238,26.93,1,37.51,1.39
AD00000363,2023-02-21,meta_ads,FB003,LAL — Top Customers,1983,26,0.0136,27.2,0,0.0,0.0
AD00000364,2023-02-21,meta_ads,IG001,Instagram — Story Ads,1503,21,0.0143,23.3,0,0.0,0.0
AD00000365,2023-02-22,google_ads,GS001,Brand Keywords,399,22,0.0551,20.65,1,29.45,1.43
AD00000366,2023-02-22,google_ads,GS002,Coffee Subscription,173,10,0.0578,23.85,0,0.0,0.0
AD00000367,2023-02-22,google_ads,GS003,Competitor Conquesting,768,29,0.0378,25.15,1,50.67,2.01
AD00000368,2023-02-22,meta_ads,FB001,Prospecting — Interest,776,16,0.021,15.53,0,0.0,0.0
AD00000369,2023-02-22,meta_ads,FB002,Retargeting — Site Visitors,2224,40,0.018,20.6,1,43.38,2.11
AD00000370,2023-02-22,meta_ads,FB003,LAL — Top Customers,1800,17,0.0096,19.34,0,0.0,0.0
AD00000371,2023-02-22,meta_ads,IG001,Instagram — Story Ads,1005,14,0.0141,16.01,0,0.0,0.0
AD00000372,2023-02-23,google_ads,GS001,Brand Keywords,901,37,0.0411,24.54,1,54.47,2.22
AD00000373,2023-02-23,google_ads,GS002,Coffee Subscription,373,17,0.0456,27.44,1,51.31,1.87
AD00000374,2023-02-23,google_ads,GS003,Competitor Conquesting,221,13,0.0588,15.43,0,0.0,0.0
AD00000375,2023-02-23,meta_ads,FB001,Prospecting — Interest,2138,40,0.0189,18.95,0,0.0,0.0
AD00000376,2023-02-23,meta_ads,FB002,Retargeting — Site Visitors,2369,51,0.0219,24.9,0,0.0,0.0
AD00000377,2023-02-23,meta_ads,FB003,LAL — Top Customers,1164,12,0.0105,14.96,0,0.0,0.0
AD00000378,2023-02-23,meta_ads,IG001,Instagram — Story Ads,1062,17,0.0167,18.44,0,0.0,0.0
AD00000379,2023-02-24,google_ads,GS001,Brand Keywords,180,10,0.0556,17.14,0,0.0,0.0
AD00000380,2023-02-24,google_ads,GS002,Coffee Subscription,267,15,0.0562,28.52,0,0.0,0.0
AD00000381,2023-02-24,google_ads,GS003,Competitor Conquesting,283,14,0.0495,30.62,1,41.71,1.36
AD00000382,2023-02-24,meta_ads,FB001,Prospecting — Interest,1861,36,0.0194,17.0,1,44.15,2.6
AD00000383,2023-02-24,meta_ads,FB002,Retargeting — Site Visitors,2018,22,0.0112,17.22,0,0.0,0.0
AD00000384,2023-02-24,meta_ads,FB003,LAL — Top Customers,896,16,0.0188,19.22,0,0.0,0.0
AD00000385,2023-02-24,meta_ads,IG001,Instagram — Story Ads,993,20,0.0209,17.94,0,0.0,0.0
AD00000386,2023-02-25,google_ads,GS001,Brand Keywords,768,42,0.0547,24.54,2,76.31,3.11
AD00000387,2023-02-25,google_ads,GS002,Coffee Subscription,374,20,0.0535,16.99,1,31.13,1.83
AD00000388,2023-02-25,google_ads,GS003,Competitor Conquesting,418,13,0.0311,25.9,0,0.0,0.0
AD00000389,2023-02-25,meta_ads,FB001,Prospecting — Interest,2688,49,0.0185,22.72,1,34.93,1.54
AD00000390,2023-02-25,meta_ads,FB002,Retargeting — Site Visitors,1299,14,0.0108,25.29,0,0.0,0.0
AD00000391,2023-02-25,meta_ads,FB003,LAL — Top Customers,1820,19,0.0106,32.09,0,0.0,0.0
AD00000392,2023-02-25,meta_ads,IG001,Instagram — Story Ads,1398,29,0.0214,26.64,0,0.0,0.0
AD00000393,2023-02-26,google_ads,GS001,Brand Keywords,933,37,0.0397,25.66,2,80.98,3.16
AD00000394,2023-02-26,google_ads,GS002,Coffee Subscription,363,13,0.0358,20.35,0,0.0,0.0
AD00000395,2023-02-26,google_ads,GS003,Competitor Conquesting,240,14,0.0583,16.4,1,34.8,2.12
AD00000396,2023-02-26,meta_ads,FB001,Prospecting — Interest,2382,38,0.0163,31.02,0,0.0,0.0
AD00000397,2023-02-26,meta_ads,FB002,Retargeting — Site Visitors,1727,21,0.0125,18.4,0,0.0,0.0
AD00000398,2023-02-26,meta_ads,FB003,LAL — Top Customers,2325,34,0.015,27.44,1,39.47,1.44
AD00000399,2023-02-26,meta_ads,IG001,Instagram — Story Ads,1762,20,0.0117,27.1,0,0.0,0.0
AD00000400,2023-02-27,google_ads,GS001,Brand Keywords,372,20,0.0538,14.89,1,37.29,2.5
AD00000401,2023-02-27,google_ads,GS002,Coffee Subscription,284,17,0.0599,23.49,1,43.92,1.87
AD00000402,2023-02-27,google_ads,GS003,Competitor Conquesting,511,30,0.0587,23.88,1,40.73,1.71
AD00000403,2023-02-27,meta_ads,FB001,Prospecting — Interest,3429,28,0.0082,29.63,0,0.0,0.0
AD00000404,2023-02-27,meta_ads,FB002,Retargeting — Site Visitors,1531,27,0.0177,28.05,0,0.0,0.0
AD00000405,2023-02-27,meta_ads,FB003,LAL — Top Customers,2009,48,0.024,21.1,1,40.73,1.93
AD00000406,2023-02-27,meta_ads,IG001,Instagram — Story Ads,1354,17,0.0131,23.33,0,0.0,0.0
AD00000407,2023-02-28,google_ads,GS001,Brand Keywords,196,8,0.0408,18.53,0,0.0,0.0
AD00000408,2023-02-28,google_ads,GS002,Coffee Subscription,261,9,0.0345,16.81,0,0.0,0.0
AD00000409,2023-02-28,google_ads,GS003,Competitor Conquesting,437,24,0.0549,17.15,1,32.53,1.9
AD00000410,2023-02-28,meta_ads,FB001,Prospecting — Interest,1266,11,0.0091,16.58,0,0.0,0.0
AD00000411,2023-02-28,meta_ads,FB002,Retargeting — Site Visitors,759,10,0.0143,14.7,0,0.0,0.0
AD00000412,2023-02-28,meta_ads,FB003,LAL — Top Customers,1119,12,0.011,17.18,0,0.0,0.0
AD00000413,2023-02-28,meta_ads,IG001,Instagram — Story Ads,936,8,0.0088,19.83,0,0.0,0.0
AD00000414,2023-03-01,google_ads,GS001,Brand Keywords,655,21,0.0321,21.48,0,0.0,0.0
AD00000415,2023-03-01,google_ads,GS002,Coffee Subscription,237,12,0.0506,27.75,0,0.0,0.0
AD00000416,2023-03-01,google_ads,GS003,Competitor Conquesting,794,34,0.0428,26.69,2,105.19,3.94
AD00000417,2023-03-01,meta_ads,FB001,Prospecting — Interest,1658,18,0.011,26.19,0,0.0,0.0
AD00000418,2023-03-01,meta_ads,FB002,Retargeting — Site Visitors,1986,22,0.0112,27.61,0,0.0,0.0
AD00000419,2023-03-01,meta_ads,FB003,LAL — Top Customers,1344,31,0.0236,23.75,0,0.0,0.0
AD00000420,2023-03-01,meta_ads,IG001,Instagram — Story Ads,2016,27,0.0136,25.75,0,0.0,0.0
AD00000421,2023-03-02,google_ads,GS001,Brand Keywords,204,9,0.0441,15.74,0,0.0,0.0
AD00000422,2023-03-02,google_ads,GS002,Coffee Subscription,715,26,0.0364,24.82,0,0.0,0.0
AD00000423,2023-03-02,google_ads,GS003,Competitor Conquesting,359,16,0.0446,23.94,0,0.0,0.0
AD00000424,2023-03-02,meta_ads,FB001,Prospecting — Interest,1187,17,0.0145,21.2,0,0.0,0.0
AD00000425,2023-03-02,meta_ads,FB002,Retargeting — Site Visitors,916,17,0.0193,19.93,0,0.0,0.0
AD00000426,2023-03-02,meta_ads,FB003,LAL — Top Customers,1463,28,0.0197,24.59,0,0.0,0.0
AD00000427,2023-03-02,meta_ads,IG001,Instagram — Story Ads,1597,31,0.02,28.37,0,0.0,0.0
AD00000428,2023-03-03,google_ads,GS001,Brand Keywords,686,38,0.0554,25.8,1,30.34,1.18
AD00000429,2023-03-03,google_ads,GS002,Coffee Subscription,442,22,0.0498,30.23,1,39.0,1.29
AD00000430,2023-03-03,google_ads,GS003,Competitor Conquesting,486,18,0.037,21.31,1,32.67,1.53
AD00000431,2023-03-03,meta_ads,FB001,Prospecting — Interest,1252,25,0.0207,27.45,0,0.0,0.0
AD00000432,2023-03-03,meta_ads,FB002,Retargeting — Site Visitors,944,10,0.0116,15.56,0,0.0,0.0
AD00000433,2023-03-03,meta_ads,FB003,LAL — Top Customers,1807,37,0.0205,27.19,0,0.0,0.0
AD00000434,2023-03-03,meta_ads,IG001,Instagram — Story Ads,2038,48,0.0239,26.22,1,38.37,1.46
AD00000435,2023-03-04,google_ads,GS001,Brand Keywords,505,19,0.0376,23.79,0,0.0,0.0
AD00000436,2023-03-04,google_ads,GS002,Coffee Subscription,949,31,0.0327,22.33,2,99.13,4.44
AD00000437,2023-03-04,google_ads,GS003,Competitor Conquesting,576,27,0.0469,32.49,1,44.84,1.38
AD00000438,2023-03-04,meta_ads,FB001,Prospecting — Interest,2009,40,0.0203,25.78,0,0.0,0.0
AD00000439,2023-03-04,meta_ads,FB002,Retargeting — Site Visitors,1912,20,0.0108,33.66,0,0.0,0.0
AD00000440,2023-03-04,meta_ads,FB003,LAL — Top Customers,1405,12,0.009,18.44,0,0.0,0.0
AD00000441,2023-03-04,meta_ads,IG001,Instagram — Story Ads,1025,22,0.0216,19.03,0,0.0,0.0
AD00000442,2023-03-05,google_ads,GS001,Brand Keywords,597,22,0.0369,25.83,1,52.05,2.02
AD00000443,2023-03-05,google_ads,GS002,Coffee Subscription,478,22,0.046,32.33,1,32.13,0.99
AD00000444,2023-03-05,google_ads,GS003,Competitor Conquesting,1246,42,0.0337,25.56,2,70.76,2.77
AD00000445,2023-03-05,meta_ads,FB001,Prospecting — Interest,1019,14,0.0146,16.86,0,0.0,0.0
AD00000446,2023-03-05,meta_ads,FB002,Retargeting — Site Visitors,1497,34,0.023,29.59,1,49.37,1.67
AD00000447,2023-03-05,meta_ads,FB003,LAL — Top Customers,1533,21,0.0139,30.81,0,0.0,0.0
AD00000448,2023-03-05,meta_ads,IG001,Instagram — Story Ads,2375,41,0.0175,28.7,0,0.0,0.0
AD00000449,2023-03-06,google_ads,GS001,Brand Keywords,759,32,0.0422,29.28,2,70.79,2.42
AD00000450,2023-03-06,google_ads,GS002,Coffee Subscription,528,19,0.036,15.93,0,0.0,0.0
AD00000451,2023-03-06,google_ads,GS003,Competitor Conquesting,371,16,0.0431,24.65,0,0.0,0.0
AD00000452,2023-03-06,meta_ads,FB001,Prospecting — Interest,921,22,0.0245,15.18,0,0.0,0.0
AD00000453,2023-03-06,meta_ads,FB002,Retargeting — Site Visitors,1717,34,0.0203,29.98,1,47.85,1.6
AD00000454,2023-03-06,meta_ads,FB003,LAL — Top Customers,2473,41,0.0168,20.7,0,0.0,0.0
AD00000455,2023-03-06,meta_ads,IG001,Instagram — Story Ads,1982,44,0.0223,25.18,1,37.92,1.51
AD00000456,2023-03-07,google_ads,GS001,Brand Keywords,231,12,0.0519,26.39,0,0.0,0.0
AD00000457,2023-03-07,google_ads,GS002,Coffee Subscription,744,38,0.0511,22.86,2,72.7,3.18
AD00000458,2023-03-07,google_ads,GS003,Competitor Conquesting,547,27,0.0494,27.13,1,29.51,1.09
AD00000459,2023-03-07,meta_ads,FB001,Prospecting — Interest,1814,31,0.0173,26.26,0,0.0,0.0
AD00000460,2023-03-07,meta_ads,FB002,Retargeting — Site Visitors,1659,22,0.0136,29.58,0,0.0,0.0
AD00000461,2023-03-07,meta_ads,FB003,LAL — Top Customers,1775,33,0.0191,29.9,1,48.82,1.63
AD00000462,2023-03-07,meta_ads,IG001,Instagram — Story Ads,1366,23,0.0169,24.66,0,0.0,0.0
AD00000463,2023-03-08,google_ads,GS001,Brand Keywords,450,26,0.0578,29.26,0,0.0,0.0
AD00000464,2023-03-08,google_ads,GS002,Coffee Subscription,462,26,0.0563,27.08,1,52.72,1.95
AD00000465,2023-03-08,google_ads,GS003,Competitor Conquesting,242,10,0.0413,18.26,0,0.0,0.0
AD00000466,2023-03-08,meta_ads,FB001,Prospecting — Interest,1482,16,0.0113,21.36,0,0.0,0.0
AD00000467,2023-03-08,meta_ads,FB002,Retargeting — Site Visitors,1170,18,0.0157,19.89,0,0.0,0.0
AD00000468,2023-03-08,meta_ads,FB003,LAL — Top Customers,914,14,0.0161,17.0,0,0.0,0.0
AD00000469,2023-03-08,meta_ads,IG001,Instagram — Story Ads,1374,18,0.0132,29.31,0,0.0,0.0
AD00000470,2023-03-09,google_ads,GS001,Brand Keywords,230,11,0.0478,14.75,0,0.0,0.0
AD00000471,2023-03-09,google_ads,GS002,Coffee Subscription,192,7,0.0365,15.42,0,0.0,0.0
AD00000472,2023-03-09,google_ads,GS003,Competitor Conquesting,848,27,0.0318,22.53,1,31.34,1.39
AD00000473,2023-03-09,meta_ads,FB001,Prospecting — Interest,1671,23,0.014,29.86,0,0.0,0.0
AD00000474,2023-03-09,meta_ads,FB002,Retargeting — Site Visitors,1295,13,0.0102,26.32,0,0.0,0.0
AD00000475,2023-03-09,meta_ads,FB003,LAL — Top Customers,2692,67,0.025,21.97,1,47.56,2.16
AD00000476,2023-03-09,meta_ads,IG001,Instagram — Story Ads,1037,14,0.014,17.27,0,0.0,0.0
AD00000477,2023-03-10,google_ads,GS001,Brand Keywords,410,21,0.0512,24.61,0,0.0,0.0
AD00000478,2023-03-10,google_ads,GS002,Coffee Subscription,447,14,0.0313,19.44,0,0.0,0.0
AD00000479,2023-03-10,google_ads,GS003,Competitor Conquesting,331,17,0.0514,25.85,0,0.0,0.0
AD00000480,2023-03-10,meta_ads,FB001,Prospecting — Interest,2119,29,0.0139,22.81,0,0.0,0.0
AD00000481,2023-03-10,meta_ads,FB002,Retargeting — Site Visitors,2831,54,0.0193,24.18,1,54.75,2.26
AD00000482,2023-03-10,meta_ads,FB003,LAL — Top Customers,2322,35,0.0151,25.96,0,0.0,0.0
AD00000483,2023-03-10,meta_ads,IG001,Instagram — Story Ads,2491,43,0.0176,28.43,0,0.0,0.0
AD00000484,2023-03-11,google_ads,GS001,Brand Keywords,235,12,0.0511,21.81,0,0.0,0.0
AD00000485,2023-03-11,google_ads,GS002,Coffee Subscription,738,34,0.0461,33.6,1,42.86,1.28
AD00000486,2023-03-11,google_ads,GS003,Competitor Conquesting,303,14,0.0462,25.68,1,37.47,1.46
AD00000487,2023-03-11,meta_ads,FB001,Prospecting — Interest,1195,22,0.0187,21.75,0,0.0,0.0
AD00000488,2023-03-11,meta_ads,FB002,Retargeting — Site Visitors,1557,21,0.0141,28.37,0,0.0,0.0
AD00000489,2023-03-11,meta_ads,FB003,LAL — Top Customers,1437,32,0.0225,30.94,0,0.0,0.0
AD00000490,2023-03-11,meta_ads,IG001,Instagram — Story Ads,1395,24,0.0174,19.86,0,0.0,0.0
AD00000491,2023-03-12,google_ads,GS001,Brand Keywords,820,34,0.0415,27.68,1,36.45,1.32
